date,day_of_week,week_of_year,food_item,temperature,is_exam_day,is_event_day,is_holiday,avg_last_7_days_sales,prev_day_sales,quantity_prepared,actual_sales,leftover_quantity
2024-12-22,6,51,Rajma Rice,23.78,0,0,1,96,84,85,76,9
2024-12-23,0,52,Fried Rice,26.54,0,1,0,119,110,151,140,11
2024-12-24,1,52,Upma,27.16,1,0,0,114,116,102,84,18
2024-12-25,2,52,Pasta,32.16,1,0,0,92,99,83,73,10
2024-12-26,3,52,"Schezwan Fried Rice,Paneer Butter Masala",24.68,1,1,0,130,125,137,122,15
2024-12-27,4,52,Noodles,26.3,0,0,0,136,149,134,118,16
2024-12-28,5,52,Paratha,25.98,0,0,0,98,91,119,95,24
2024-12-29,6,52,Rajma Rice,38.2,0,0,1,83,95,63,44,19
2024-12-30,0,1,Upma,32.84,1,1,0,98,95,104,88,16
2024-01-01,0,1,Rajma Rice,38.14,1,1,0,95,82,100,73,27
2024-01-02,1,1,Masala Dosa,26.75,1,0,0,127,124,124,94,30
2024-01-03,2,1,Poha,23.88,0,1,0,119,108,155,145,10
2024-01-04,3,1,Poha,33.16,1,0,0,126,132,119,112,7
2024-01-05,4,1,Pasta,22.22,1,0,0,62,68,38,39,0
2024-01-06,5,1,Idli Sambar,22.5,1,0,0,94,80,90,84,6
2024-01-07,6,1,Rajma Rice,23.35,0,1,1,103,113,95,83,12
2024-01-08,0,2,Noodles,36.56,0,0,0,114,114,131,127,4
2024-01-09,1,2,Noodles,33.47,1,0,0,114,114,95,90,5
2024-01-10,2,2,Chole Bhature,35.46,1,1,0,75,89,83,84,0
2024-01-11,3,2,Chicken Biryani,33.05,0,1,0,64,68,93,77,16
2024-01-12,4,2,"Schezwan Fried Rice,Paneer Butter Masala",33.87,0,1,0,143,133,182,161,21
2024-01-13,5,2,Fried Rice,24.22,0,0,0,91,76,112,86,26
2024-01-14,6,2,Chicken Biryani,28.55,1,0,1,125,118,76,70,6
2024-01-15,0,3,Chole Bhature,27.96,1,0,0,132,117,114,111,3
2024-01-16,1,3,Paratha,30.97,1,1,0,141,148,138,137,1
2024-01-17,2,3,Upma,29.52,1,0,0,102,101,79,65,14
2024-01-18,3,3,Upma,17.42,1,0,0,97,99,81,88,0
2024-01-19,4,3,Sandwich,30.14,0,0,0,147,141,160,137,23
2024-01-20,5,3,Pasta,26.66,0,0,0,132,131,130,135,0
2024-01-21,6,3,Chicken Biryani,34.96,1,1,1,61,48,51,37,14
2024-01-22,0,4,Paratha,33.56,0,0,0,125,134,123,113,10
2024-01-23,1,4,Dal Tadka,30.6,1,1,0,124,122,134,122,12
2024-01-24,2,4,Sandwich,30.05,0,0,0,100,90,111,88,23
2024-01-25,3,4,Dal Tadka,23.44,0,0,0,67,72,66,67,0
2024-01-26,4,4,Veg Biryani,29.46,1,0,0,71,83,67,46,21
2024-01-27,5,4,Sandwich,29.66,1,1,0,79,81,86,64,22
2024-01-28,6,4,Veg Biryani,37.65,1,1,1,142,145,108,87,21
2024-01-29,0,5,Fried Rice,36.09,0,0,0,69,78,78,55,23
2024-01-30,1,5,Chole Bhature,33.23,1,0,0,138,131,134,108,26
2024-01-31,2,5,Fries,36.87,0,0,0,80,73,90,74,16
2024-02-01,3,5,Chicken Biryani,28.06,1,1,0,63,51,66,55,11
2024-02-02,4,5,Upma,30.85,1,0,0,111,124,103,107,0
2024-02-03,5,5,Fries,32.35,1,0,0,122,136,100,100,0
2024-02-04,6,5,Chicken Biryani,33.65,0,1,1,145,143,140,144,0
2024-02-05,0,6,Masala Dosa,27.12,1,1,0,138,143,143,142,1
2024-02-06,1,6,Masala Dosa,17.04,0,1,0,98,87,125,113,12
2024-02-07,2,6,Chole Bhature,32.08,0,1,0,112,114,143,114,29
2024-02-08,3,6,"Schezwan Fried Rice,Paneer Butter Masala",35.38,1,0,0,140,127,137,116,21
2024-02-09,4,6,Noodles,35.98,1,1,0,114,119,108,106,2
2024-02-10,5,6,Chicken Biryani,29.21,0,0,0,141,133,146,146,0
2024-02-11,6,6,"Schezwan Fried Rice,Paneer Butter Masala",25.63,1,0,1,80,74,32,20,12
2024-02-12,0,7,Poha,18.62,0,1,0,123,124,154,126,28
2024-02-13,1,7,Noodles,31.63,0,1,0,119,111,150,125,25
2024-02-14,2,7,"Schezwan Fried Rice,Paneer Butter Masala",29.17,1,1,0,67,78,64,58,6
2024-02-15,3,7,Poha,29.38,1,1,0,104,107,109,78,31
2024-02-16,4,7,Chicken Biryani,34.88,1,0,0,146,135,135,110,25
2024-02-17,5,7,Dal Tadka,31.18,0,1,0,110,118,134,123,11
2024-02-18,6,7,Pasta,27.73,0,0,1,64,68,45,29,16
2024-02-19,0,8,Dal Tadka,24.62,1,0,0,64,78,50,26,24
2024-02-20,1,8,Poha,21.11,0,1,0,140,132,170,150,20
2024-02-21,2,8,Noodles,23.74,0,1,0,108,96,139,114,25
2024-02-22,3,8,Dal Tadka,27.49,0,0,0,100,109,121,112,9
2024-02-23,4,8,Sandwich,29.63,0,1,0,61,67,92,83,9
2024-02-24,5,8,Noodles,24.66,1,1,0,91,103,92,71,21
2024-02-25,6,8,Sandwich,32.78,1,0,1,114,107,71,54,17
2024-02-26,0,9,Idli Sambar,28.95,0,0,0,148,150,175,161,14
2024-02-27,1,9,Sandwich,28.89,0,0,0,105,106,111,111,0
2024-02-28,2,9,Dal Tadka,28.62,1,0,0,98,99,87,73,14
2024-02-29,3,9,Rajma Rice,34.19,1,1,0,80,94,90,64,26
2024-03-01,4,9,Upma,25.93,1,1,0,66,73,77,68,9
2024-03-02,5,9,Upma,25.86,1,1,0,88,85,96,103,0
2024-03-03,6,9,Rajma Rice,34.55,1,1,1,144,143,133,120,13
2024-03-04,0,10,Pasta,30.15,1,1,0,147,143,154,139,15
2024-03-05,1,10,Sandwich,22.54,0,0,0,96,109,98,73,25
2024-03-06,2,10,Chole Bhature,32.83,1,0,0,88,102,75,58,17
2024-03-07,3,10,Dal Tadka,21.2,0,1,0,84,73,120,102,18
2024-03-08,4,10,Idli Sambar,36.63,1,0,0,64,51,37,21,16
2024-03-09,5,10,"Schezwan Fried Rice,Paneer Butter Masala",31.24,0,1,0,123,117,149,143,6
2024-03-10,6,10,Masala Dosa,38.35,1,1,1,86,72,66,42,24
2024-03-11,0,11,Rajma Rice,31.97,1,1,0,95,101,103,99,4
2024-03-12,1,11,Masala Dosa,22.75,0,1,0,129,137,166,167,0
2024-03-13,2,11,Dal Tadka,24.47,0,0,0,63,62,64,50,14
2024-03-14,3,11,Poha,31.12,1,1,0,96,86,99,93,6
2024-03-15,4,11,Noodles,34.66,1,1,0,133,123,139,143,0
2024-03-16,5,11,Idli Sambar,27.24,1,1,0,73,60,76,69,7
2024-03-17,6,11,"Schezwan Fried Rice,Paneer Butter Masala",42.79,0,1,1,63,71,62,46,16
2024-03-18,0,12,Sandwich,28.47,0,1,0,78,79,108,107,1
2024-03-19,1,12,Paratha,30.33,0,1,0,83,80,122,114,8
2024-03-20,2,12,Paratha,34.74,0,1,0,123,126,165,136,29
2024-03-21,3,12,Noodles,33.41,1,1,0,114,115,105,103,2
2024-03-22,4,12,Fries,33.87,0,1,0,104,89,140,118,22
2024-03-23,5,12,Fried Rice,34.41,0,0,0,79,79,98,82,16
2024-03-24,6,12,Poha,35.74,1,0,1,134,125,91,77,14
2024-03-25,0,13,Noodles,28.48,1,0,0,128,137,129,106,23
2024-03-26,1,13,Masala Dosa,30.7,1,0,0,110,115,107,80,27
2024-03-27,2,13,Upma,21.16,0,0,0,105,115,122,126,0
2024-03-28,3,13,Noodles,23.0,0,0,0,80,74,82,64,18
2024-03-29,4,13,Rajma Rice,15.97,1,0,0,149,137,131,122,9
2024-03-30,5,13,Masala Dosa,30.5,1,1,0,129,122,143,123,20
2024-03-31,6,13,Fried Rice,30.73,0,1,1,119,128,130,127,3
2024-04-01,0,14,Veg Biryani,29.5,1,0,0,66,53,56,38,18
2024-04-02,1,14,Noodles,28.98,0,0,0,139,139,151,135,16
2024-04-03,2,14,Pasta,26.41,1,1,0,115,110,125,129,0
2024-04-04,3,14,Veg Biryani,27.58,1,1,0,116,121,110,89,21
2024-04-05,4,14,Masala Dosa,29.16,0,0,0,74,76,82,82,0
2024-04-06,5,14,Upma,30.55,1,1,0,74,74,74,59,15
2024-04-07,6,14,Fried Rice,32.44,1,0,1,73,82,26,17,9
2024-04-08,0,15,"Schezwan Fried Rice,Paneer Butter Masala",32.78,1,1,0,141,130,139,138,1
2024-04-09,1,15,Upma,27.21,1,0,0,148,153,137,137,0
2024-04-10,2,15,Pasta,24.68,1,0,0,100,85,91,70,21
2024-04-11,3,15,Poha,25.88,1,1,0,145,152,135,138,0
2024-04-12,4,15,Veg Biryani,29.18,0,0,0,120,133,127,121,6
2024-04-13,5,15,Idli Sambar,37.19,0,1,0,108,109,129,117,12
2024-04-14,6,15,Masala Dosa,31.05,1,1,1,129,115,98,89,9
2024-04-15,0,16,Rajma Rice,32.02,0,0,0,116,102,121,115,6
2024-04-16,1,16,"Schezwan Fried Rice,Paneer Butter Masala",25.58,1,0,0,110,123,91,77,14
2024-04-17,2,16,Paratha,30.1,0,1,0,119,130,145,141,4
2024-04-18,3,16,Poha,26.36,0,1,0,122,123,147,142,5
2024-04-19,4,16,Fries,37.91,1,0,0,145,144,126,116,10
2024-04-20,5,16,Rajma Rice,31.37,0,1,0,145,149,183,181,2
2024-04-21,6,16,Dal Tadka,31.59,0,1,1,85,86,79,74,5
2024-04-22,0,17,Veg Biryani,29.84,0,1,0,62,54,88,77,11
2024-04-23,1,17,Upma,25.13,0,0,0,111,118,133,121,12
2024-04-24,2,17,Noodles,29.97,1,1,0,128,131,135,119,16
2024-04-25,3,17,Dal Tadka,20.85,1,1,0,100,88,98,81,17
2024-04-26,4,17,Dal Tadka,31.0,0,1,0,114,107,157,138,19
2024-04-27,5,17,Fried Rice,30.24,1,0,0,119,123,105,75,30
2024-04-28,6,17,Masala Dosa,34.78,1,1,1,66,66,40,10,30
2024-04-29,0,18,Fries,42.72,1,1,0,67,56,82,56,26
2024-04-30,1,18,Chole Bhature,30.91,1,0,0,63,77,51,39,12
2024-05-01,2,18,"Schezwan Fried Rice,Paneer Butter Masala",25.7,0,0,0,60,57,68,50,18
2024-05-02,3,18,Chicken Biryani,35.71,0,1,0,87,77,114,88,26
2024-05-03,4,18,Paratha,38.96,1,1,0,93,103,89,95,0
2024-05-04,5,18,Fried Rice,31.12,1,1,0,68,72,64,48,16
2024-05-05,6,18,Dal Tadka,24.97,1,0,1,70,56,35,15,20
2024-05-06,0,19,Veg Biryani,35.7,1,1,0,132,137,128,105,23
2024-05-07,1,19,Noodles,30.35,0,0,0,80,92,79,57,22
2024-05-08,2,19,Dal Tadka,35.21,1,1,0,111,97,111,103,8
2024-05-09,3,19,Idli Sambar,32.24,0,1,0,82,82,117,104,13
2024-05-10,4,19,Dal Tadka,23.93,0,0,0,70,84,89,61,28
2024-05-11,5,19,Noodles,28.41,1,1,0,87,86,88,71,17
2024-05-12,6,19,Rajma Rice,26.62,1,0,1,79,91,26,21,5
2024-05-13,0,20,Sandwich,34.36,1,0,0,63,73,52,41,11
2024-05-14,1,20,Idli Sambar,23.27,0,0,0,122,127,127,119,8
2024-05-15,2,20,"Schezwan Fried Rice,Paneer Butter Masala",37.29,1,1,0,135,136,139,113,26
2024-05-16,3,20,Paratha,27.42,0,1,0,136,135,170,148,22
2024-05-17,4,20,Veg Biryani,28.1,1,0,0,105,95,91,88,3
2024-05-18,5,20,Fried Rice,24.31,0,1,0,131,145,150,157,0
2024-05-19,6,20,Paratha,29.51,1,0,1,84,76,46,22,24
2024-05-20,0,21,Veg Biryani,37.06,1,1,0,146,152,159,149,10
2024-05-21,1,21,Chole Bhature,34.22,1,1,0,104,95,121,95,26
2024-05-22,2,21,Noodles,32.48,0,0,0,78,77,105,95,10
2024-05-23,3,21,Idli Sambar,31.84,1,0,0,99,100,77,80,0
2024-05-24,4,21,Idli Sambar,39.19,1,1,0,111,120,124,114,10
2024-05-25,5,21,Rajma Rice,24.73,0,0,0,100,88,109,85,24
2024-05-26,6,21,Chole Bhature,24.66,0,1,1,61,54,64,47,17
2024-05-27,0,22,Noodles,36.19,1,1,0,107,121,110,98,12
2024-05-28,1,22,"Schezwan Fried Rice,Paneer Butter Masala",30.57,0,1,0,123,121,159,155,4
2024-05-29,2,22,Chole Bhature,25.36,1,0,0,132,145,113,92,21
2024-05-30,3,22,"Schezwan Fried Rice,Paneer Butter Masala",31.19,0,0,0,140,126,142,127,15
2024-05-31,4,22,Dal Tadka,27.41,1,0,0,113,109,110,90,20
2024-06-01,5,22,Rajma Rice,31.21,0,0,0,78,88,104,93,11
2024-06-02,6,22,Sandwich,38.06,0,1,1,79,88,85,84,1
2024-06-03,0,23,Fried Rice,36.57,0,1,0,130,142,153,139,14
2024-06-04,1,23,Chole Bhature,40.85,1,0,0,125,133,106,98,8
2024-06-05,2,23,Poha,29.12,0,0,0,60,52,65,61,4
2024-06-06,3,23,"Schezwan Fried Rice,Paneer Butter Masala",26.29,0,0,0,71,61,75,80,0
2024-06-07,4,23,Rajma Rice,23.4,1,0,0,124,133,106,88,18
2024-06-08,5,23,Fried Rice,32.26,1,1,0,143,151,161,157,4
2024-06-09,6,23,Noodles,23.8,0,0,1,108,106,102,76,26
2024-06-10,0,24,Upma,35.42,1,0,0,108,122,97,88,9
2024-06-11,1,24,Upma,27.11,1,1,0,68,76,62,50,12
2024-06-12,2,24,Chole Bhature,30.66,1,0,0,118,109,102,88,14
2024-06-13,3,24,Veg Biryani,36.65,0,0,0,123,118,133,121,12
2024-06-14,4,24,Paratha,28.0,1,0,0,60,52,43,32,11
2024-06-15,5,24,Sandwich,26.74,1,1,0,131,123,144,141,3
2024-06-16,6,24,Rajma Rice,34.61,0,1,1,128,120,132,135,0
2024-06-17,0,25,Chole Bhature,27.29,1,0,0,106,113,106,91,15
2024-06-18,1,25,Noodles,26.46,1,1,0,92,80,103,97,6
2024-06-19,2,25,Chole Bhature,31.71,0,0,0,87,79,101,81,20
2024-06-20,3,25,Chole Bhature,21.63,0,0,0,100,91,110,104,6
2024-06-21,4,25,Upma,25.52,1,1,0,133,119,151,133,18
2024-06-22,5,25,Poha,31.03,1,1,0,87,74,101,102,0
2024-06-23,6,25,Fries,33.79,1,1,1,61,74,28,21,7
2024-06-24,0,26,Sandwich,31.58,1,0,0,124,131,120,111,9
2024-06-25,1,26,Dal Tadka,39.5,0,1,0,144,158,189,179,10
2024-06-26,2,26,Poha,34.28,0,1,0,87,92,113,95,18
2024-06-27,3,26,Veg Biryani,36.44,0,0,0,104,111,111,92,19
2024-06-28,4,26,Idli Sambar,28.67,0,0,0,91,78,99,79,20
2024-06-29,5,26,Chicken Biryani,37.17,0,0,0,138,131,150,135,15
2024-06-30,6,26,Fried Rice,29.61,1,1,1,83,74,51,51,0
2024-07-01,0,27,"Schezwan Fried Rice,Paneer Butter Masala",28.27,0,0,0,96,87,98,97,1
2024-07-02,1,27,Dal Tadka,31.14,0,0,0,77,89,84,68,16
2024-07-03,2,27,Rajma Rice,19.42,0,0,0,70,71,86,65,21
2024-07-04,3,27,Paratha,36.11,1,0,0,115,111,90,73,17
2024-07-05,4,27,Noodles,30.56,1,1,0,109,98,111,93,18
2024-07-06,5,27,Rajma Rice,27.82,0,1,0,123,134,149,144,5
2024-07-07,6,27,Pasta,29.45,0,0,1,65,76,48,53,0
2024-07-08,0,28,Fried Rice,30.23,1,1,0,96,90,92,92,0
2024-07-09,1,28,Veg Biryani,29.75,1,1,0,65,53,83,60,23
2024-07-10,2,28,Masala Dosa,29.46,1,1,0,81,69,79,63,16
2024-07-11,3,28,"Schezwan Fried Rice,Paneer Butter Masala",32.24,1,1,0,108,105,111,100,11
2024-07-12,4,28,Fried Rice,33.28,0,1,0,62,56,90,76,14
2024-07-13,5,28,Masala Dosa,27.55,1,1,0,144,142,149,136,13
2024-07-14,6,28,Chole Bhature,30.85,1,1,1,60,72,34,16,18
2024-07-15,0,29,Masala Dosa,36.3,1,0,0,70,58,70,54,16
2024-07-16,1,29,Sandwich,25.49,1,0,0,145,154,137,119,18
2024-07-17,2,29,Fried Rice,35.3,0,0,0,144,136,143,127,16
2024-07-18,3,29,Dal Tadka,22.38,1,1,0,123,134,124,115,9
2024-07-19,4,29,Veg Biryani,31.2,1,0,0,104,103,90,85,5
2024-07-20,5,29,Dal Tadka,31.63,0,1,0,64,65,106,91,15
2024-07-21,6,29,"Schezwan Fried Rice,Paneer Butter Masala",38.15,0,0,1,71,61,54,50,4
2024-07-22,0,30,Idli Sambar,25.45,0,0,0,111,101,114,99,15
2024-07-23,1,30,Rajma Rice,30.14,0,0,0,92,106,111,91,20
2024-07-24,2,30,Poha,28.89,1,0,0,140,143,133,120,13
2024-07-25,3,30,Masala Dosa,33.37,0,1,0,110,109,142,125,17
2024-07-26,4,30,Pasta,35.83,1,1,0,131,134,128,132,0
2024-07-27,5,30,Pasta,28.98,0,1,0,128,125,170,165,5
2024-07-28,6,30,Idli Sambar,39.79,0,0,1,102,89,85,85,0
2024-07-29,0,31,Masala Dosa,28.79,1,0,0,80,80,62,49,13
2024-07-30,1,31,Paratha,25.53,1,0,0,116,130,102,98,4
2024-07-31,2,31,Upma,26.58,0,1,0,67,77,105,84,21
2024-08-01,3,31,Chicken Biryani,36.05,0,1,0,74,63,108,88,20
2024-08-02,4,31,Dal Tadka,22.8,0,0,0,64,76,81,47,34
2024-08-03,5,31,Idli Sambar,31.76,0,0,0,82,75,91,71,20
2024-08-04,6,31,Pasta,35.35,1,0,1,63,77,18,0,18
2024-08-05,0,32,Sandwich,40.55,0,0,0,136,133,144,140,4
2024-08-06,1,32,Upma,33.92,0,0,0,142,153,143,129,14
2024-08-07,2,32,"Schezwan Fried Rice,Paneer Butter Masala",29.32,0,1,0,125,111,159,146,13
2024-08-08,3,32,Pasta,21.91,0,1,0,90,102,112,88,24
2024-08-09,4,32,Idli Sambar,34.15,1,0,0,112,103,82,70,12
2024-08-10,5,32,Sandwich,29.03,1,0,0,89,94,75,69,6
2024-08-11,6,32,Masala Dosa,36.8,1,0,1,145,146,103,77,26
2024-08-12,0,33,Idli Sambar,23.46,1,0,0,131,137,123,117,6
2024-08-13,1,33,Poha,34.04,0,1,0,112,120,146,150,0
2024-08-14,2,33,Noodles,25.13,1,0,0,122,110,114,106,8
2024-08-15,3,33,Upma,26.52,1,0,0,90,88,62,64,0
2024-08-16,4,33,Noodles,37.79,0,1,0,134,127,160,154,6
2024-08-17,5,33,Paratha,33.53,0,1,0,145,135,182,179,3
2024-08-18,6,33,Pasta,34.65,0,1,1,109,101,107,86,21
2024-08-19,0,34,Masala Dosa,30.92,1,1,0,93,89,89,83,6
2024-08-20,1,34,Chole Bhature,24.74,1,0,0,74,77,58,52,6
2024-08-21,2,34,Fries,33.02,0,0,0,110,99,130,123,7
2024-08-22,3,34,Rajma Rice,29.15,0,0,0,149,162,155,150,5
2024-08-23,4,34,Fries,32.31,0,1,0,106,113,143,115,28
2024-08-24,5,34,Fries,34.52,0,0,0,92,100,108,94,14
2024-08-25,6,34,Paratha,31.99,1,0,1,132,137,93,89,4
2024-08-26,0,35,Paratha,30.79,1,1,0,71,60,70,54,16
2024-08-27,1,35,Chicken Biryani,17.87,1,0,0,100,87,85,77,8
2024-08-28,2,35,Paratha,29.85,1,0,0,130,123,113,96,17
2024-08-29,3,35,Upma,31.63,0,0,0,75,68,83,68,15
2024-08-30,4,35,Upma,31.5,1,0,0,113,121,86,75,11
2024-08-31,5,35,Paratha,33.36,1,1,0,95,97,98,72,26
2024-09-01,6,35,Dal Tadka,29.18,0,1,1,103,108,100,96,4
2024-09-02,0,36,Dal Tadka,25.96,1,1,0,72,81,83,79,4
2024-09-03,1,36,Upma,30.77,1,1,0,69,74,84,70,14
2024-09-04,2,36,Idli Sambar,24.59,1,0,0,83,69,72,62,10
2024-09-05,3,36,Sandwich,33.94,0,1,0,69,56,100,71,29
2024-09-06,4,36,Idli Sambar,42.06,0,1,0,83,96,116,91,25
2024-09-07,5,36,Chole Bhature,33.92,0,1,0,119,129,139,138,1
2024-09-08,6,36,Chole Bhature,21.52,1,1,1,140,132,121,112,9
2024-09-09,0,37,Fried Rice,28.36,0,1,0,112,106,154,129,25
2024-09-10,1,37,Masala Dosa,28.23,0,1,0,84,69,108,109,0
2024-09-11,2,37,Pasta,27.13,0,0,0,71,71,91,81,10
2024-09-12,3,37,Paratha,30.82,1,1,0,110,103,117,90,27
2024-09-13,4,37,Chicken Biryani,30.25,1,0,0,146,155,135,124,11
2024-09-14,5,37,Dal Tadka,31.56,1,0,0,87,84,82,73,9
2024-09-15,6,37,Chicken Biryani,30.75,1,1,1,103,113,75,53,22
2024-09-16,0,38,Masala Dosa,30.1,0,1,0,74,86,97,103,0
2024-09-17,1,38,Upma,31.15,1,0,0,149,145,134,129,5
2024-09-18,2,38,Paratha,36.41,1,0,0,104,107,96,84,12
2024-09-19,3,38,Idli Sambar,32.79,1,0,0,131,123,118,111,7
2024-09-20,4,38,Masala Dosa,35.61,0,1,0,106,110,133,127,6
2024-09-21,5,38,Poha,32.59,0,0,0,119,128,142,116,26
2024-09-22,6,38,Sandwich,35.57,0,0,1,64,68,56,38,18
2024-09-23,0,39,Dal Tadka,35.57,0,1,0,113,98,150,151,0
2024-09-24,1,39,Chicken Biryani,26.51,0,1,0,80,78,104,84,20
2024-09-25,2,39,Masala Dosa,36.26,1,0,0,121,127,121,97,24
2024-09-26,3,39,Chicken Biryani,29.15,1,0,0,62,76,49,24,25
2024-09-27,4,39,Fried Rice,23.43,1,0,0,103,100,94,63,31
2024-09-28,5,39,"Schezwan Fried Rice,Paneer Butter Masala",18.12,0,1,0,129,122,162,141,21
2024-09-29,6,39,Rajma Rice,32.99,1,1,1,107,115,88,62,26
2024-09-30,0,40,Paratha,40.12,0,1,0,114,104,155,131,24
2024-10-01,1,40,Idli Sambar,23.18,0,1,0,63,59,108,102,6
2024-10-02,2,40,Poha,36.81,0,1,0,102,107,133,113,20
2024-10-03,3,40,Pasta,25.03,0,1,0,67,64,98,100,0
2024-10-04,4,40,Sandwich,25.19,0,1,0,124,119,145,151,0
2024-10-05,5,40,Poha,34.15,0,1,0,143,151,180,183,0
2024-10-06,6,40,"Schezwan Fried Rice,Paneer Butter Masala",28.43,1,1,1,133,121,108,104,4
2024-10-07,0,41,Veg Biryani,30.0,0,0,0,101,96,116,92,24
2024-10-08,1,41,Idli Sambar,32.35,0,0,0,81,70,89,70,19
2024-10-09,2,41,Veg Biryani,33.57,0,1,0,104,98,130,123,7
2024-10-10,3,41,Chole Bhature,33.72,0,1,0,60,69,81,63,18
2024-10-11,4,41,Idli Sambar,29.09,1,0,0,143,147,117,111,6
2024-10-12,5,41,Poha,21.48,1,0,0,76,78,61,66,0
2024-10-13,6,41,Fries,27.89,1,0,1,143,148,103,80,23
2024-10-14,0,42,Chicken Biryani,26.45,0,0,0,79,83,93,73,20
2024-10-15,1,42,Dal Tadka,27.01,1,0,0,100,93,83,54,29
2024-10-16,2,42,Chole Bhature,31.07,0,1,0,100,113,122,108,14
2024-10-17,3,42,Fries,29.05,0,0,0,115,118,123,117,6
2024-10-18,4,42,Noodles,29.09,1,0,0,130,129,115,93,22
2024-10-19,5,42,Idli Sambar,30.87,0,1,0,64,69,95,94,1
2024-10-20,6,42,Paratha,28.2,0,0,1,67,60,49,42,7
2024-10-21,0,43,Chole Bhature,12.64,1,1,0,105,117,116,114,2
2024-10-22,1,43,Fries,16.98,1,1,0,83,94,94,88,6
2024-10-23,2,43,Pasta,30.99,0,0,0,95,81,102,81,21
2024-10-24,3,43,Noodles,15.38,1,0,0,112,120,107,93,14
2024-10-25,4,43,Poha,36.24,0,1,0,128,142,159,159,0
2024-10-26,5,43,Masala Dosa,33.45,1,1,0,116,110,119,99,20
2024-10-27,6,43,Noodles,17.21,0,1,1,97,102,103,99,4
2024-10-28,0,44,Veg Biryani,35.53,0,1,0,95,94,122,110,12
2024-10-29,1,44,Paratha,25.46,1,0,0,146,156,146,142,4
2024-10-30,2,44,Poha,27.15,0,0,0,110,108,130,114,16
2024-10-31,3,44,Idli Sambar,33.67,0,0,0,98,98,100,95,5
2024-11-01,4,44,Idli Sambar,30.43,0,1,0,133,144,163,158,5
2024-11-02,5,44,Paratha,25.96,0,1,0,68,69,102,94,8
2024-11-03,6,44,Upma,33.25,1,0,1,111,110,60,51,9
2024-11-04,0,45,Rajma Rice,22.48,0,1,0,124,133,160,153,7
2024-11-05,1,45,Dal Tadka,35.41,0,0,0,129,114,144,143,1
2024-11-06,2,45,Poha,34.98,1,0,0,98,111,85,90,0
2024-11-07,3,45,Poha,33.21,0,0,0,62,63,84,68,16
2024-11-08,4,45,Sandwich,24.43,1,1,0,106,103,96,78,18
2024-11-09,5,45,"Schezwan Fried Rice,Paneer Butter Masala",36.46,0,0,0,127,129,140,128,12
2024-11-10,6,45,Pasta,13.07,0,0,1,94,86,81,52,29
2024-11-11,0,46,"Schezwan Fried Rice,Paneer Butter Masala",29.7,1,0,0,63,71,56,55,1
2024-11-12,1,46,Pasta,32.27,0,1,0,108,100,145,121,24
2024-11-13,2,46,Rajma Rice,29.1,1,0,0,72,72,46,35,11
2024-11-14,3,46,Idli Sambar,20.26,0,0,0,139,150,153,148,5
2024-11-15,4,46,Fries,27.61,0,0,0,82,68,103,79,24
2024-11-16,5,46,Chole Bhature,25.69,1,1,0,131,122,141,136,5
2024-11-17,6,46,Pasta,36.06,1,0,1,142,145,102,94,8
2024-11-18,0,47,Chole Bhature,31.31,0,0,0,131,143,126,117,9
2024-11-19,1,47,Masala Dosa,24.99,1,1,0,86,82,97,72,25
2024-11-20,2,47,Fries,24.49,1,1,0,64,73,71,68,3
2024-11-21,3,47,Pasta,26.36,1,1,0,109,109,109,108,1
2024-11-22,4,47,"Schezwan Fried Rice,Paneer Butter Masala",23.61,0,0,0,128,139,137,118,19
2024-11-23,5,47,Noodles,30.82,1,0,0,143,149,133,121,12
2024-11-24,6,47,Upma,29.8,0,0,1,73,80,61,64,0
2024-11-25,0,48,Chole Bhature,28.53,1,1,0,141,135,147,126,21
2024-11-26,1,48,Noodles,27.36,1,0,0,149,163,128,109,19
2024-11-27,2,48,Noodles,37.57,0,1,0,149,153,172,178,0
2024-11-28,3,48,Paratha,26.93,0,0,0,108,104,119,91,28
2024-11-29,4,48,Rajma Rice,29.58,1,0,0,139,125,123,119,4
2024-11-30,5,48,Noodles,22.75,1,0,0,85,80,71,69,2
2024-12-01,6,48,Paratha,38.83,0,0,1,78,82,59,26,33
2024-12-02,0,49,Chicken Biryani,26.86,0,0,0,89,94,90,67,23
2024-12-03,1,49,Pasta,35.04,1,1,0,132,117,142,125,17
2024-12-04,2,49,Veg Biryani,19.97,1,1,0,118,106,121,92,29
2024-12-05,3,49,Sandwich,32.76,0,0,0,81,69,90,81,9
2024-12-06,4,49,Rajma Rice,31.7,0,1,0,87,72,130,101,29
2024-12-07,5,49,Chicken Biryani,30.35,1,0,0,142,127,124,109,15
2024-12-08,6,49,Rajma Rice,33.61,1,1,1,105,99,75,66,9
2024-12-09,0,50,Chicken Biryani,38.5,1,0,0,109,96,108,98,10
2024-12-10,1,50,Masala Dosa,29.93,1,0,0,84,96,82,51,31
2024-12-11,2,50,Upma,38.39,0,1,0,85,88,126,120,6
2024-12-12,3,50,Idli Sambar,27.54,1,1,0,100,94,110,99,11
2024-12-13,4,50,Masala Dosa,31.8,1,1,0,106,91,113,99,14
2024-12-14,5,50,Upma,32.84,0,0,0,107,93,119,117,2
2024-12-15,6,50,Dal Tadka,22.96,0,0,1,92,87,73,81,0
2024-12-16,0,51,Pasta,28.14,1,0,0,107,114,87,71,16
